Id,Name,GroupName,Class,Variant,Tonnage,BattleValue,Technology,Cost,Rules,TROId,TRO,RSId,RS,EraIcon,DateIntroduced,EraId,EraStart,ImageUrl,IsFeatured,IsPublished,Release,Type,Role,BFType,BFSize,BFMove,BFTMM,BFArmor,BFStructure,BFThreshold,BFDamageShort,BFDamageShortMin,BFDamageMedium,BFDamageMediumMin,BFDamageLong,BFDamageLongMin,BFDamageExtreme,BFDamageExtemeMin,BFOverheat,BFPointValue,BFAbilities,Skill,FormatedTonnage,Production Era
1093,Firestarter FS9-A,,Firestarter,FS9-A,35,773,Inner Sphere,3075975,Introductory,422,TR:SW,423,RS:SW,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2550,9,2005,https://i.ibb.co/vY5ch3G/firestarter-rg.png,False,True,1.0,BattleMech,Scout,BM,1,"12""j",0,3,3,0,2,False,1,False,0,False,0,False,0,20,"ENE,HT1/-/-,REAR0*/-/-",0,35,age-of-war
1079,Firebee FRB-2E,,Firebee,FRB-2E,35,808,Inner Sphere,2536830,Introductory,422,TR:SW,423,RS:SW,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2524,9,2005,https://i.ibb.co/KGHy6Tb/firebee-pc.png,True,True,1.0,BattleMech,Brawler,BM,1,"10""j",0,3,3,0,1,False,1,False,0,False,0,False,1,18,,0,35,age-of-war
3277,Toro TR-A-6,,Toro,TR-A-6,35,864,Inner Sphere,2477430,Introductory,463,TR:J,534,RS:J,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2548,9,2005,https://i.ibb.co/VvFrYJS/toro-3075.png,True,True,1.0,BattleMech,Missile Boat,BM,1,"10""",0,3,3,0,1,False,2,False,2,False,0,False,0,23,IF1,0,35,age-of-war
7181,Swordsman SWD-1,,Swordsman,SWD-1,40,692,Primitive,2489993,Advanced,379,XTR:Primitives IV,379,XTR:Primitives IV,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2463,9,2005,https://i.ibb.co/8rCYrTS/swordsman-prim.png,True,True,1.0,BattleMech,Sniper,BM,2,"6""",0,4,3,0,2,False,2,False,1,False,0,False,0,21,IF0*,0,40,age-of-war
1599,Icarus ICR-1X,,Icarus,ICR-1X,40,700,Primitive,2535330,Advanced,276,XTR:Primitives II,276,XTR:Primitives II,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2470,9,2005,https://i.ibb.co/crGmZpC/icarus-ii-pc.png,True,True,1.0,BattleMech,Brawler,BM,2,"8""",0,4,3,0,2,False,2,False,0,False,0,False,0,20,,0,40,age-of-war
7182,Swordsman SWD-2,,Swordsman,SWD-2,40,803,Inner Sphere,2718543,Introductory,379,XTR:Primitives IV,379,XTR:Primitives IV,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2482,9,2005,https://i.ibb.co/8rCYrTS/swordsman-prim.png,False,True,1.0,BattleMech,Brawler,BM,2,"8""",0,4,3,0,3,False,3,False,1,False,0,False,0,25,IF0*,0,40,age-of-war
1600,Icarus II ICR-1S,,Icarus II,ICR-1S,40,869,Inner Sphere,2794563,Introductory,422,TR:SW,423,RS:SW,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2518,9,2005,https://i.ibb.co/crGmZpC/icarus-ii-pc.png,True,True,1.0,BattleMech,Brawler,BM,2,"8""j",0,4,3,0,3,False,2,False,0,False,0,False,0,22,AC1/1/-,0,40,age-of-war
5618,Eisenfaust EFT-2,,Eisenfaust,EFT-2,45,715,Primitive,2270990,Advanced,363,XTR:Primitives III,363,XTR:Primitives III,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2471,9,2005,https://i.ibb.co/JdGGR2D/eisenfaust-prim.png,True,True,1.0,BattleMech,Juggernaut,BM,2,"4""",0,4,4,0,2,False,2,False,0,False,0,False,1,16,,0,45,age-of-war
1850,Kyudo KY2-D-01,,Kyudo,KY2-D-01,45,748,Primitive,2955245,Advanced,172,XTR:Primitives I,172,XTR:Primitives I,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2443,9,2005,https://i.ibb.co/946MDc6/kyudo-prim.png,True,True,1.0,BattleMech,Missile Boat,BM,2,"8""",0,3,4,0,2,False,2,False,1,False,0,False,0,21,IF1,0,45,age-of-war
944,Eisenfaust EFT-4J,,Eisenfaust,EFT-4J,45,977,Inner Sphere,2896520,Introductory,463,TR:J,534,RS:J,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2515,9,2005,https://i.ibb.co/C1XrP3c/eisenfaust-3085.png,False,True,1.0,BattleMech,Juggernaut,BM,2,"6""",0,5,4,0,2,False,2,False,0,False,0,False,1,24,,0,45,age-of-war
2491,Phoenix Hawk PXH-1,,Phoenix Hawk,PXH-1,45,1041,Inner Sphere,4067540,Introductory,180,TR:3039,510,RSFP:Wave 1,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2568,9,2005,https://i.ibb.co/zbwpRDV/phoenix-hawk-rg2.png,True,True,1.0,BattleMech,Skirmisher,BM,2,"12""j",0,4,4,0,2,False,2,False,0,False,0,False,0,26,,0,45,age-of-war
2898,Shadow Hawk SHD-1R,,Shadow Hawk,SHD-1R,50,851,Primitive,3386250,Advanced,172,XTR:Primitives I,172,XTR:Primitives I,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2467,9,2005,https://i.ibb.co/Lx7zkLY/shadow-hawk-prim.png,True,True,1.0,BattleMech,Sniper,BM,2,"8""/6""j",0,5,4,0,1,False,1,False,1,False,0,False,0,22,,0,50,age-of-war
2488,Phoenix PX-1R,,Phoenix,PX-1R,50,917,Primitive,3483750,Advanced,380,XTR:Primitives V,380,XTR:Primitives V,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2474,9,2005,https://i.ibb.co/M2PvWgc/phoenix-3075.png,False,True,1.0,BattleMech,Brawler,BM,2,"8""j",0,4,4,0,1,False,1,False,1,False,0,False,1,21,,0,50,age-of-war
5175,Talos TLS-1B,,Talos,TLS-1B,50,924,Inner Sphere,3433000,Introductory,422,TR:SW,423,RS:SW,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2532,9,2005,https://i.ibb.co/3Rs2XtV/talos-hrw.png,True,True,2.0,BattleMech,Brawler,BM,2,"8""",0,5,4,0,3,False,3,False,1,False,0,False,0,29,"AC1/1/-,IF1",0,50,age-of-war
7183,Rifleman RFL-1N,,Rifleman,RFL-1N,50,931,Primitive,3384750,Advanced,379,XTR:Primitives IV,379,XTR:Primitives IV,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2504,9,2005,https://i.ibb.co/qJCXxyr/rifleman-prim.png,True,True,1.0,BattleMech,Brawler,BM,2,"8""",0,4,4,0,2,False,2,False,0,False,0,False,1,22,ENE,0,50,age-of-war
546,Chameleon TRC-4B,,Chameleon,TRC-4B,50,999,Inner Sphere,4626000,Introductory,539,RGv1,515,RG25,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2510,9,2005,https://i.ibb.co/KmTmLmt/chameleon-rg.png,False,True,1.0,BattleMech,Scout,BM,2,"12""j",0,3,4,0,2,False,1,False,0,False,0,False,1,21,,0,50,age-of-war
7184,Rifleman RFL-2N,,Rifleman,RFL-2N,50,1093,Inner Sphere,3643000,Introductory,379,XTR:Primitives IV,379,XTR:Primitives IV,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2556,9,2005,https://i.ibb.co/qJCXxyr/rifleman-prim.png,False,True,1.0,BattleMech,Sniper,BM,2,"8""",0,4,4,0,2,False,3,False,2,False,0,False,1,26,ENE,0,50,age-of-war
2489,Phoenix PX-3R,,Phoenix,PX-3R,50,1106,Inner Sphere,4315250,Introductory,422,TR:SW,423,RS:SW,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2520,9,2005,https://i.ibb.co/M2PvWgc/phoenix-3075.png,True,True,1.0,BattleMech,Skirmisher,BM,2,"10""j",0,5,4,0,2,False,2,False,1,False,0,False,0,29,,0,50,age-of-war
1167,Galahad GLH-1D,,Galahad,GLH-1D,50,1307,Inner Sphere,3687000,Standard,422,TR:SW,423,RS:SW,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2570,9,2005,https://i.ibb.co/PcyrLP5/galahad-glh-1d-trosw.png,True,True,1.0,BattleMech,Juggernaut,BM,2,"6""",0,5,4,0,3,False,3,False,2,False,0,False,1,29,ENE,0,50,age-of-war
877,Dervish DV-1S,,Dervish,DV-1S,55,864,Primitive,4497583,Advanced,363,XTR:Primitives III,363,XTR:Primitives III,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2520,9,2005,https://i.ibb.co/C16WD4y/dervish-prim.png,True,True,1.0,BattleMech,Missile Boat,BM,2,"8""/6""j",0,4,5,0,1,False,2,False,2,False,0,False,0,25,"IF1,LRM1/1/1",0,55,age-of-war
7408,Wolverine WVR-3R,Wolverine,Wolverine,WVR-3R,55,867,Primitive,4546253,Advanced,380,XTR:Primitives V,380,XTR:Primitives V,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2490,9,2005,https://i.ibb.co/3RNG7MG/wolverine-prim.png,False,True,1.0,BattleMech,Skirmisher,BM,2,"8""j",0,4,5,0,2,False,2,False,1,False,0,False,0,24,,0,55,age-of-war
7406,Wolverine WVR-1R,Wolverine,Wolverine,WVR-1R,55,885,Primitive,4410628,Experimental,380,XTR:Primitives V,380,XTR:Primitives V,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2471,9,2005,https://i.ibb.co/3RNG7MG/wolverine-prim.png,True,True,1.0,BattleMech,Skirmisher,BM,2,"8""j",0,5,5,0,1,False,1,False,1,False,0,False,0,23,,0,55,age-of-war
2837,Scorpion SCP-1N,,Scorpion,SCP-1N,55,1019,Inner Sphere,5201800,Introductory,180,TR:3039,241,RS:3039u,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2570,9,2005,https://i.ibb.co/DQvbMcm/scorpion-rg.png,True,True,1.0,BattleMech,Skirmisher,BM,2,"12""",0,4,5,0,2,False,2,False,1,False,0,False,0,27,,0,55,age-of-war
1198,Gladiator GLD-1R,,Gladiator,GLD-1R,55,1027,Primitive,4181848,Advanced,276,XTR:Primitives II,276,XTR:Primitives II,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2468,9,2005,https://i.ibb.co/9tVBGTM/gladiator-pc.png,True,True,1.0,BattleMech,Brawler,BM,2,"8""",0,6,5,0,2,False,2,False,0,False,0,False,0,27,ENE,0,55,age-of-war
2901,Shadow Hawk SHD-2H,,Shadow Hawk,SHD-2H,55,1064,Inner Sphere,4539382,Introductory,422,TR:SW,510,RSFP:Wave 1,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2550,9,2005,https://i.ibb.co/NpNFRL1/shadow-hawk-rg.png,True,True,1.0,BattleMech,Skirmisher,BM,2,"10""/6""j",0,5,5,0,2,False,2,False,1,False,0,False,0,30,"IF0*,JMPW1",0,55,age-of-war
878,Dervish DV-6M,,Dervish,DV-6M,55,1146,Inner Sphere,4989967,Introductory,422,TR:SW,423,RS:SW,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2570,9,2005,https://i.ibb.co/12SMh4n/dervish-rg.png,True,True,1.0,BattleMech,Missile Boat,BM,2,"10""j",0,4,5,0,2,False,2,False,2,False,0,False,1,30,IF1,0,55,age-of-war
1199,Gladiator GLD-2R,,Gladiator,GLD-2R,55,1184,Inner Sphere,4312307,Introductory,422,TR:SW,423,RS:SW,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2487,9,2005,https://i.ibb.co/9tVBGTM/gladiator-pc.png,False,True,1.0,BattleMech,Skirmisher,BM,2,"10""",0,6,5,0,2,False,2,False,0,False,0,False,0,31,ENE,0,55,age-of-war
1297,Griffin GRF-1N,,Griffin,GRF-1N,55,1272,Inner Sphere,4957107,Introductory,422,TR:SW,510,RSFP:Wave 1,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2492,9,2005,https://i.ibb.co/JRfrnbh/griffin-rg.png,True,True,1.0,BattleMech,Sniper,BM,2,"10""j",0,5,5,0,1,False,2,False,2,False,0,False,0,31,IF1,0,55,age-of-war
1200,Gladiator GLD-3R,,Gladiator,GLD-3R,55,1282,Inner Sphere,4926107,Introductory,422,TR:SW,423,RS:SW,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2490,9,2005,https://i.ibb.co/9tVBGTM/gladiator-pc.png,False,True,1.0,BattleMech,Missile Boat,BM,2,"10""j",0,5,5,0,2,False,2,False,2,False,0,False,1,33,"IF1,LRM1/1/1",0,55,age-of-war
1201,Gladiator GLD-4R,,Gladiator,GLD-4R,55,1291,Inner Sphere,5002057,Introductory,422,TR:SW,423,RS:SW,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2495,9,2005,https://i.ibb.co/9tVBGTM/gladiator-pc.png,True,True,1.0,BattleMech,Skirmisher,BM,2,"10""j",0,5,5,0,2,False,2,False,1,False,0,False,1,31,,0,55,age-of-war
3817,Bellerophon BEL-1X,,Bellerophon,BEL-1X,60,957,Primitive,4778400,Advanced,363,XTR:Primitives III,363,XTR:Primitives III,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2442,9,2005,https://i.ibb.co/kcMkdWg/bellerophon-prim.png,True,True,1.0,BattleMech,Brawler,BM,3,"8""",0,4,5,0,2,False,2,False,0,False,0,False,1,24,,0,60,age-of-war
5583,Crossbow CRS-X,Crossbow Mech,Crossbow,CRS-X,60,969,Primitive,4897760,Advanced,276,XTR:Primitives II,276,XTR:Primitives II,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2468,9,2005,https://i.ibb.co/WFCYT36/crossbow-prim.png,True,True,2.0,BattleMech,Missile Boat,BM,3,"8""",0,4,5,0,2,False,2,False,2,False,0,False,1,27,IF1,0,60,age-of-war
7185,Griffin GRF-1A,,Griffin,GRF-1A,60,1024,Primitive,4930080,Experimental,379,XTR:Primitives IV,379,XTR:Primitives IV,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2465,9,2005,https://i.ibb.co/gPPzDV0/griffin-prim.png,True,True,1.0,BattleMech,Sniper,BM,3,"8""/6""j",0,5,5,0,1,False,1,False,1,False,0,False,1,25,"IF0*,OVL",0,60,age-of-war
734,Crossbow CRS-6C,Crossbow Mech,Crossbow,CRS-6C,60,1204,Inner Sphere,5120000,Introductory,463,TR:J,534,RS:J,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2481,9,2005,https://i.ibb.co/HdkzSmk/crossbow-3075.png,False,True,1.0,BattleMech,Skirmisher,BM,3,"10""",0,4,5,0,2,False,2,False,1,False,0,False,1,28,,0,60,age-of-war
733,Crossbow CRS-6B,Crossbow Mech,Crossbow,CRS-6B,60,1210,Inner Sphere,5270400,Introductory,463,TR:J,534,RS:J,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2473,9,2005,https://i.ibb.co/HdkzSmk/crossbow-3075.png,True,True,1.0,BattleMech,Missile Boat,BM,3,"10""",0,4,5,0,2,False,2,False,1,False,0,False,2,30,"IF1,OVL",0,60,age-of-war
2348,Ostroc OSR-2C,,Ostroc,OSR-2C,60,1228,Inner Sphere,5040960,Introductory,180,TR:3039,241,RS:3039u,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2511,9,2005,https://i.ibb.co/KDcQ3RV/ostroc-rg.png,True,True,1.0,BattleMech,Skirmisher,BM,3,"10""",0,5,5,0,3,False,3,False,0,False,0,False,1,34,,0,60,age-of-war
3456,Von Rohrs (Hebi) VON 4RH-6,,Von Rohrs (Hebi),VON 4RH-6,65,1146,Inner Sphere,6021235,Introductory,189,TR:3075,228,RS:3075u-AW,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,Unknown,9,2005,https://i.ibb.co/2sh7H7Z/von-rohrs-hebis-3075.png,False,True,1.0,BattleMech,Skirmisher,BM,3,"10""",0,5,5,0,3,False,3,False,1,False,0,False,0,34,SRM1/1,0,65,age-of-war
3455,Von Rohrs (Hebi) VON 4RH-5,,Von Rohrs (Hebi),VON 4RH-5,65,1170,Inner Sphere,5984935,Introductory,189,TR:3075,228,RS:3075u-AW,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2487,9,2005,https://i.ibb.co/2sh7H7Z/von-rohrs-hebis-3075.png,True,True,1.0,BattleMech,Missile Boat,BM,3,"10""",0,5,5,0,2,False,2,False,2,False,0,False,0,32,IF1,0,65,age-of-war
4769,Ostwar OWR-2M,,Ostwar,OWR-2M,65,1205,Primitive,4748425,Advanced,172,XTR:Primitives I,172,XTR:Primitives I,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2470,9,2005,https://i.ibb.co/9t5C24S/ostwar-prim.png,True,True,1.0,BattleMech,Juggernaut,BM,3,"6""",0,6,5,0,3,False,3,False,2,False,0,False,1,34,IF1,0,65,age-of-war
5237,Thunderbolt TDR-1C,,Thunderbolt,TDR-1C,65,1237,Primitive,4664935,Advanced,363,XTR:Primitives III,363,XTR:Primitives III,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2491,9,2005,https://i.ibb.co/qW3gBYT/thunderbolt-prim.png,True,True,1.0,BattleMech,Missile Boat,BM,3,"6""",0,7,5,0,2,False,2,False,1,False,0,False,2,33,IF1,0,65,age-of-war
1820,Koschei KSC-3I,,Koschei,KSC-3I,65,1255,Inner Sphere,5978417,Introductory,189,TR:3075,228,RS:3075u-AW,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2504,9,2005,https://i.ibb.co/N1z90gf/koschei-3075.png,True,True,1.0,BattleMech,Skirmisher,BM,3,"10""",0,6,5,0,2,False,2,False,0,False,0,False,0,31,AC1/1/-,0,65,age-of-war
477,Catapult CPLT-A1,,Catapult,CPLT-A1,65,1285,Inner Sphere,5658125,Introductory,422,TR:SW,423,RS:SW,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2563,9,2005,https://i.ibb.co/gT50xFk/catapult-rg.png,False,True,1.0,BattleMech,Missile Boat,BM,3,"8""j",0,6,5,0,1,False,2,False,2,False,0,False,0,31,"IF2,LRM1/2/2",0,65,age-of-war
3238,Thunderbolt TDR-5S,,Thunderbolt,TDR-5S,65,1335,Inner Sphere,5413760,Introductory,422,TR:SW,510,RSFP:Wave 1,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2505,9,2005,https://i.ibb.co/YQRy8Kf/thunderbolt-rg.png,True,True,1.0,BattleMech,Brawler,BM,3,"8""",0,7,5,0,3,False,3,False,1,False,0,False,1,36,IF1,0,65,age-of-war
482,Catapult CPLT-C4,,Catapult,CPLT-C4,65,1358,Inner Sphere,5893250,Introductory,422,TR:SW,423,RS:SW,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2565,9,2005,https://i.ibb.co/gT50xFk/catapult-rg.png,False,True,1.0,BattleMech,Missile Boat,BM,3,"8""j",0,5,5,0,2,False,2,False,2,False,0,False,1,31,"IF2,LRM1/2/2,OVL",0,65,age-of-war
478,Catapult CPLT-C1,,Catapult,CPLT-C1,65,1399,Inner Sphere,5790125,Introductory,422,TR:SW,510,RSFP:Wave 1,https://i.ibb.co/fr2Wdf0/era01-age-of-war-star-league.png,2561,9,2005,https://i.ibb.co/gT50xFk/catapult-rg.png,True,True,1.0,BattleMech,Missile Boat,BM,3,"8""j",0,5,5,0,2,False,3,False,2,False,0,False,1,32,"IF1,LRM1/1/1",0,65,age-of-war
